VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,RatecodeID,date_ordinal,SNOW_pred,TAVG_pred,PRCP_pred
2,2015-01-15 19:05:41,2015-01-15 19:10:55,1,0.96,-74.00093841552734,40.74706268310546,1.0,N,-74.0035629272461,40.73551177978516,1,5.5,1.0,0.5,1.3,0.0,0.3,8.6,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:41,2015-01-15 19:12:36,2,1.25,-74.00277709960938,40.717891693115234,1.0,N,-74.00791931152342,40.704219818115234,1,6.5,1.0,0.5,1.5,0.0,0.3,9.8,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:41,2015-01-15 19:22:11,5,2.11,-73.9974594116211,40.73636245727539,1.0,N,-73.9781723022461,40.76185607910156,1,11.5,1.0,0.5,2.5,0.0,0.3,15.8,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:41,2015-01-15 19:14:05,5,1.15,-73.95227813720702,40.82399368286133,1.0,N,-73.95333862304686,40.81108856201172,1,7.5,1.0,0.5,1.7,0.0,0.3,11.0,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:42,2015-01-15 19:16:18,1,1.53,-73.99112701416014,40.75008010864258,1.0,N,-73.98860931396483,40.73488998413086,2,9.0,1.0,0.5,0.0,0.0,0.3,10.8,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:42,2015-01-15 19:49:07,1,18.06,-73.78657531738281,40.64412689208984,2.0,N,-73.98560333251953,40.7435302734375,1,52.0,0.0,0.5,6.0,5.33,0.3,64.13,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:42,2015-01-15 19:18:33,1,1.76,-73.99366760253906,40.74144744873047,1.0,N,-73.99451446533203,40.757720947265625,1,10.0,1.0,0.5,2.36,0.0,0.3,14.16,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:42,2015-01-15 19:21:40,6,5.19,-73.98529052734375,40.744083404541016,1.0,N,-74.00907897949219,40.704689025878906,1,17.5,1.0,0.5,3.7,0.0,0.3,23.0,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:42,2015-01-15 19:14:23,1,1.38,-73.96977233886719,40.78561019897461,1.0,N,-73.95070648193358,40.774681091308594,1,7.5,1.0,0.5,1.7,0.0,0.3,11.0,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:43,2015-01-15 19:05:44,2,0.01,0.0,0.0,5.0,N,0.0,0.0,1,60.0,0.0,0.0,0.0,0.0,0.3,60.3,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:43,2015-01-15 19:17:43,2,2.23,-73.98509216308595,40.75698852539063,1.0,N,-73.98487854003906,40.7801513671875,1,10.0,1.0,0.5,2.2,0.0,0.3,14.0,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:43,2015-01-15 19:15:17,1,1.56,-73.9661636352539,40.762161254882805,1.0,N,-73.9500503540039,40.77625274658203,1,8.0,1.0,0.5,1.8,0.0,0.3,11.6,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:43,2015-01-15 19:15:09,5,1.57,-73.97842407226561,40.74620819091797,1.0,N,-73.98021697998048,40.72854232788086,1,8.0,1.0,0.5,1.8,0.0,0.3,11.6,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 19:05:44,2015-01-15 19:17:44,1,2.92,-73.99835205078125,40.72003173828125,1.0,N,-73.95582580566406,40.715599060058594,1,12.5,1.0,0.5,2.7,0.0,0.3,17.0,,735613,2.2758808,12.708829,3.2200732
1,2015-01-10 19:12:21,2015-01-10 19:31:33,1,2.9,-74.0030517578125,40.72771835327149,1.0,N,-73.97603607177734,40.76396942138672,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3,,735608,2.2758808,12.708829,3.2200732
1,2015-01-10 19:12:21,2015-01-10 19:46:08,1,16.4,-73.97709655761719,40.7631721496582,2.0,N,-73.79071044921875,40.6442756652832,1,52.0,0.0,0.5,10.0,0.0,0.3,62.8,,735608,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:04,2015-01-25 00:13:18,1,0.02,-73.99481201171875,40.72774124145508,1.0,N,-73.99694061279298,40.72555923461913,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:05,2015-01-25 00:29:11,1,1.73,-73.98593902587889,40.72676467895508,1.0,N,-74.00654602050781,40.73786544799805,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:05,2015-01-25 00:25:43,1,2.25,-73.97998809814453,40.7432746887207,1.0,N,-74.00808715820312,40.73905563354492,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:05,2015-01-25 00:25:50,1,3.53,-73.98896789550781,40.7216796875,1.0,N,-73.97872924804686,40.76247024536133,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:06,2015-01-25 00:23:26,1,2.01,-73.94868469238281,40.7823600769043,1.0,N,-73.95708465576173,40.8019905090332,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:06,2015-01-25 00:24:51,1,3.37,-73.94551086425781,40.77372360229492,1.0,N,-73.98743438720702,40.755706787109375,1,12.5,0.5,0.5,0.0,0.0,0.3,13.8,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:06,2015-01-25 00:22:20,1,1.35,-73.93394470214845,40.76285171508789,1.0,N,-73.91702270507811,40.77094650268555,1,8.0,0.5,0.5,0.7,0.0,0.3,10.0,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:06,2015-01-25 00:18:30,1,1.18,-73.98302459716798,40.76781845092773,1.0,N,-73.96830749511719,40.76314926147461,1,6.0,0.5,0.5,1.8,0.0,0.3,9.1,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:06,2015-01-25 00:21:15,5,2.05,-73.99095916748048,40.73482131958008,1.0,N,-73.99073028564453,40.75537109375,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:06,2015-01-25 00:34:32,1,3.05,-73.99163818359375,40.727088928222656,1.0,N,-73.95171356201173,40.71477890014648,1,16.5,0.5,0.5,5.34,0.0,0.3,23.14,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:07,2015-01-25 00:27:08,4,3.06,-73.99263763427734,40.72379302978516,1.0,N,-73.96405029296875,40.756866455078125,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:07,2015-01-25 00:15:39,1,0.49,-73.9861602783203,40.75994873046875,1.0,N,-73.98360443115233,40.763938903808594,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:07,2015-01-25 00:24:59,1,2.6,-73.94847869873048,40.78247833251953,1.0,N,-73.9715347290039,40.8003387451172,1,11.0,0.5,0.5,1.5,0.0,0.3,13.8,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:07,2015-01-25 00:41:19,1,6.17,-74.00163269042967,40.74093627929688,1.0,N,-73.91980743408203,40.74308013916016,1,24.0,0.5,0.5,2.7,0.0,0.3,28.0,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:08,2015-01-25 00:34:57,1,3.72,-73.975341796875,40.78987884521485,1.0,N,-74.00504302978516,40.74119186401367,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:08,2015-01-25 00:18:57,1,1.1,-73.9798812866211,40.74624633789063,1.0,N,-73.98766326904298,40.73267364501953,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:09,2015-01-25 00:21:38,2,2.63,-73.99282836914062,40.701484680175774,1.0,N,-73.99290466308595,40.71997833251953,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:09,2015-01-25 00:22:51,2,2.22,-73.9925308227539,40.72446060180664,1.0,N,-74.01089477539062,40.70326614379882,1,9.5,0.5,0.5,2.7,0.0,0.3,13.5,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:09,2015-01-25 00:20:30,1,1.79,-73.9556884765625,40.77246856689453,1.0,N,-73.97438049316406,40.75667190551758,1,8.0,0.5,0.5,2.79,0.0,0.3,12.09,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:09,2015-01-25 00:24:28,1,1.14,-73.99311065673827,40.72428894042969,1.0,N,-74.0009765625,40.73522186279297,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,,735623,2.2758808,12.708829,3.2200732
2,2015-01-25 00:13:09,2015-01-25 01:02:40,1,10.2,-73.99761199951173,40.76224136352539,1.0,N,-73.90857696533203,40.69004821777344,2,39.0,0.5,0.5,0.0,0.0,0.3,40.3,,735623,2.2758808,12.708829,3.2200732
2,2015-01-04 13:44:51,2015-01-04 13:53:27,5,1.48,-73.98635101318358,40.759376525878906,1.0,N,-73.99624633789062,40.74671173095703,1,7.5,0.0,0.5,1.5,0.0,0.3,9.8,,735602,2.2758808,12.708829,3.2200732
2,2015-01-04 13:44:51,2015-01-04 13:45:03,1,0.03,-73.94451141357422,40.7945671081543,1.0,N,-73.9447021484375,40.79433441162109,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,,735602,2.2758808,12.708829,3.2200732
1,2015-01-04 13:44:52,2015-01-04 13:56:49,1,2.5,0.0,0.0,1.0,N,0.0,0.0,1,11.0,0.0,0.5,2.35,0.0,0.0,14.15,,735602,2.2758808,12.708829,3.2200732
2,2015-01-04 13:44:52,2015-01-04 13:46:38,1,0.36,-73.99124908447266,40.76546096801758,1.0,N,-73.98753356933594,40.76840972900391,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,,735602,2.2758808,12.708829,3.2200732
2,2015-01-04 13:44:52,2015-01-04 13:56:58,3,3.14,-73.97794342041014,40.684871673583984,1.0,N,-73.99649047851561,40.72550964355469,1,12.5,0.0,0.5,2.5,0.0,0.3,15.8,,735602,2.2758808,12.708829,3.2200732
2,2015-01-04 13:44:52,2015-01-04 13:53:17,1,1.14,-73.99095153808595,40.75080871582031,1.0,N,-73.97940826416014,40.741260528564446,1,7.0,0.0,0.5,1.4,0.0,0.3,9.2,,735602,2.2758808,12.708829,3.2200732
2,2015-01-04 13:44:52,2015-01-04 14:04:23,1,8.98,-73.87100219726561,40.773792266845696,1.0,N,-73.96136474609375,40.7700424194336,1,27.0,0.0,0.5,0.0,5.33,0.3,33.13,,735602,2.2758808,12.708829,3.2200732
2,2015-01-04 13:44:52,2015-01-04 13:49:03,1,0.85,0.0,0.0,1.0,N,0.0,0.0,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,,735602,2.2758808,12.708829,3.2200732
1,2015-01-04 13:44:53,2015-01-04 13:49:40,2,0.7,-73.99473571777342,40.740093231201165,1.0,N,-73.9983139038086,40.73624420166016,2,5.0,0.0,0.5,0.0,0.0,0.0,5.8,,735602,2.2758808,12.708829,3.2200732
1,2015-01-04 13:44:53,2015-01-04 13:51:53,3,1.5,-74.01420593261719,40.71208953857422,1.0,N,-74.0010986328125,40.72412872314453,2,7.5,0.0,0.5,0.0,0.0,0.0,8.3,,735602,2.2758808,12.708829,3.2200732
2,2015-01-04 13:44:53,2015-01-04 13:55:07,2,1.26,-73.97955322265625,40.76626586914063,1.0,N,-73.98338317871094,40.755313873291016,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,,735602,2.2758808,12.708829,3.2200732
2,2015-01-04 13:44:53,2015-01-04 13:51:26,1,1.56,-73.9577865600586,40.77458572387695,1.0,N,-73.97223663330078,40.756885528564446,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8,,735602,2.2758808,12.708829,3.2200732
1,2015-01-04 13:44:54,2015-01-04 13:53:36,1,1.5,-73.9694061279297,40.798587799072266,1.0,N,-73.97188568115233,40.78194046020508,1,8.0,0.0,0.5,1.75,0.0,0.0,10.55,,735602,2.2758808,12.708829,3.2200732
1,2015-01-04 13:44:54,2015-01-04 13:50:29,1,1.1,-73.96797943115233,40.8021354675293,1.0,N,-73.9776840209961,40.78726577758789,1,6.5,0.0,0.5,2.0,0.0,0.0,9.3,,735602,2.2758808,12.708829,3.2200732
1,2015-01-04 13:44:54,2015-01-04 13:47:15,1,0.5,-73.96251678466798,40.77003860473633,1.0,N,-73.96773529052734,40.76285552978516,1,4.0,0.0,0.5,1.0,0.0,0.0,5.8,,735602,2.2758808,12.708829,3.2200732
2,2015-01-04 13:44:54,2015-01-04 14:02:23,2,8.79,-73.96420288085938,40.77336883544922,1.0,N,-73.87063598632812,40.773834228515625,1,26.0,0.0,0.5,4.0,5.33,0.3,36.13,,735602,2.2758808,12.708829,3.2200732
2,2015-01-04 13:44:54,2015-01-04 13:53:15,1,1.39,-73.98625183105469,40.73043823242188,1.0,N,-73.99121856689453,40.74216842651367,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,,735602,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:41,2015-01-15 14:11:18,1,1.64,-73.98372650146483,40.746341705322266,1.0,N,-73.966796875,40.76140594482422,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:41,2015-01-15 14:19:26,1,1.53,-73.99578094482422,40.732940673828125,1.0,N,-73.99107360839844,40.75038146972656,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:41,2015-01-15 14:31:42,5,7.48,-73.87081909179686,40.77370071411133,1.0,N,-73.96869659423827,40.76268005371094,2,27.0,0.0,0.5,0.0,0.0,0.3,27.8,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:41,2015-01-15 14:13:48,1,3.0,-73.96427154541014,40.77302169799805,1.0,N,-73.96577453613281,40.80466842651367,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:42,2015-01-15 14:05:01,1,0.67,-73.97093200683594,40.7959213256836,1.0,N,-73.97016906738281,40.78912353515625,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:42,2015-01-15 14:20:40,1,1.51,-73.97212219238281,40.75902938842773,1.0,N,-73.99093627929686,40.7557373046875,1,13.0,0.0,0.5,2.6,0.0,0.3,16.4,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:42,2015-01-15 14:05:16,2,0.85,-73.98056793212889,40.76565170288086,1.0,N,-73.9730453491211,40.75827026367188,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:43,2015-01-15 14:58:40,1,15.2,-73.80126190185547,40.667728424072266,2.0,N,-73.99335479736328,40.75600051879882,1,52.0,0.0,0.5,14.33,5.33,0.3,72.46,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:43,2015-01-15 14:41:50,3,9.96,-73.99095916748048,40.74534225463867,1.0,N,-73.97360229492188,40.63248062133789,2,35.5,0.0,0.5,0.0,0.0,0.3,36.3,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:44,2015-01-15 14:04:55,1,0.76,-73.96351623535155,40.77156066894531,1.0,N,-73.95298767089844,40.7724609375,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:44,2015-01-15 14:04:06,1,0.38,-73.99138641357422,40.77016830444336,1.0,N,-73.98978424072266,40.77473831176758,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:45,2015-01-15 14:05:40,2,0.63,-73.95426940917967,40.77827072143555,1.0,N,-73.9562759399414,40.784046173095696,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:45,2015-01-15 14:39:09,1,12.63,-73.78852844238281,40.64778518676758,1.0,N,-73.9778823852539,40.689640045166016,1,40.0,0.0,0.5,12.0,0.0,0.3,52.8,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:45,2015-01-15 14:10:24,1,1.2,-73.99400329589844,40.75135040283203,1.0,N,-73.98135375976561,40.76112365722656,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:45,2015-01-15 14:16:31,2,1.18,-74.00641632080078,40.739654541015625,1.0,N,-73.98991394042967,40.73839569091797,1,10.5,0.0,0.5,2.1,0.0,0.3,13.4,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:45,2015-01-15 14:47:12,1,10.89,-74.00640869140625,40.73976516723633,1.0,N,-73.87119293212889,40.77421188354492,1,40.5,0.0,0.5,9.17,5.33,0.3,55.8,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:46,2015-01-15 14:41:54,6,10.39,-73.99309539794923,40.747257232666016,1.0,N,-73.86483001708984,40.770320892333984,1,38.0,0.0,0.5,10.83,5.33,0.3,54.96,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:46,2015-01-15 14:33:02,5,2.96,-73.96273040771484,40.774169921875,1.0,N,-73.99333190917967,40.74987030029297,2,20.5,0.0,0.5,0.0,0.0,0.3,21.3,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:46,2015-01-15 14:10:09,1,1.18,-73.98255920410156,40.77320098876953,1.0,N,-73.96412658691406,40.76470947265625,1,8.0,0.0,0.5,1.6,0.0,0.3,10.4,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:46,2015-01-15 14:14:51,1,1.62,-73.97618103027344,40.75120544433594,1.0,N,-73.9863739013672,40.76658630371094,1,10.5,0.0,0.5,2.1,0.0,0.3,13.4,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:47,2015-01-15 14:16:01,1,1.56,-73.95927429199219,40.774375915527344,1.0,N,-73.9763946533203,40.762939453125,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3,,735613,2.2758808,12.708829,3.2200732
2,2015-01-15 14:00:47,2015-01-15 14:23:36,5,4.96,-73.97286224365233,40.74352264404297,1.0,N,-73.91412353515625,40.76496887207031,2,19.0,0.0,0.5,0.0,0.0,0.3,19.8,,735613,2.2758808,12.708829,3.2200732
1,2015-01-26 12:41:08,2015-01-26 12:48:47,2,1.0,-73.96663665771484,40.80465698242188,1.0,N,-73.95440673828125,40.808372497558594,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35,,735624,2.2758808,12.708829,3.2200732
1,2015-01-26 12:41:09,2015-01-26 12:55:10,1,4.3,-73.96664428710938,40.80441665649414,1.0,N,-73.99112701416014,40.76107025146485,2,15.5,0.0,0.5,0.0,0.0,0.3,16.3,,735624,2.2758808,12.708829,3.2200732
1,2015-01-26 12:41:09,2015-01-26 12:45:08,1,0.5,-73.9828109741211,40.74525451660156,1.0,N,-73.98004150390625,40.7520751953125,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,,735624,2.2758808,12.708829,3.2200732
1,2015-01-26 12:41:09,2015-01-26 12:45:39,1,0.8,-73.99149322509764,40.73893737792969,1.0,N,-73.98859405517578,40.73051071166992,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,,735624,2.2758808,12.708829,3.2200732
1,2015-01-26 12:41:10,2015-01-26 13:05:04,1,1.1,-73.98239135742188,40.75740814208984,1.0,N,-73.96862030029298,40.76152038574219,1,14.5,0.0,0.5,3.05,0.0,0.3,18.35,,735624,2.2758808,12.708829,3.2200732
1,2015-01-26 12:41:10,2015-01-26 13:00:55,1,2.9,-73.97307586669923,40.78036117553711,1.0,N,-73.98625946044923,40.74664306640625,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8,,735624,2.2758808,12.708829,3.2200732
1,2015-01-26 12:41:11,2015-01-26 12:44:41,1,0.3,-73.97181701660156,40.75690078735352,1.0,N,-73.97454833984375,40.75173568725586,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,,735624,2.2758808,12.708829,3.2200732
1,2015-01-26 12:41:12,2015-01-26 12:59:47,1,3.5,-73.97347259521484,40.74392318725586,1.0,N,-73.98201751708984,40.77973556518555,1,15.0,0.0,0.5,3.15,0.0,0.3,18.95,,735624,2.2758808,12.708829,3.2200732
1,2015-01-26 12:41:12,2015-01-26 12:49:49,1,1.2,-74.01268005371092,40.706836700439446,1.0,N,-74.01604461669923,40.714859008789055,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,,735624,2.2758808,12.708829,3.2200732
1,2015-01-26 12:41:13,2015-01-26 12:51:16,1,1.3,-73.9763946533203,40.748401641845696,1.0,N,-73.99404907226561,40.74616241455078,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8,,735624,2.2758808,12.708829,3.2200732
1,2015-01-26 12:41:14,2015-01-26 12:52:40,1,1.9,-73.98925018310547,40.74198532104492,1.0,N,-74.0025863647461,40.76076889038086,1,10.0,0.0,0.5,2.7,0.0,0.3,13.5,,735624,2.2758808,12.708829,3.2200732
